,POI_category_name,POI_category_ID,POI_yelp_id,POI_alias,POI_name,POI_image_url,POI_is_closed,POI_url,POI_review_count,POI_rating,POI_price,POI_phone,POI_display_phone
11068,Restaurant,13065,gla7RuGJHuJ5xV8Nt-zVzQ,hirado-sushi-vancouver,Hirado Sushi,https://s3-media3.fl.yelpcdn.com/bphoto/xklFNTrWanQwmBBwh6rGBA/o.jpg,False,https://www.yelp.com/biz/hirado-sushi-vancouver?adjust_creative=NIcD8b9uXX3kw0W6kNfMVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NIcD8b9uXX3kw0W6kNfMVw,35,2.5,$,16042559050.0,+1 604-255-9050
11070,Restaurant,13065,nV6nLxww8P3xAshYZmalZA,ginger-sushi-vancouver,Ginger Sushi,https://s3-media3.fl.yelpcdn.com/bphoto/LMNGQsMQQaspiFVl8oEEqg/o.jpg,False,https://www.yelp.com/biz/ginger-sushi-vancouver?adjust_creative=NIcD8b9uXX3kw0W6kNfMVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NIcD8b9uXX3kw0W6kNfMVw,79,4.0,$$,16042555220.0,+1 604-255-5220
11072,Restaurant,13065,Wvzy3EHqvgFw4vixKirsAg,cozen-vancouver,Cozen,https://s3-media2.fl.yelpcdn.com/bphoto/pq4KBgdTZMULGOcNeZ5RRw/o.jpg,False,https://www.yelp.com/biz/cozen-vancouver?adjust_creative=NIcD8b9uXX3kw0W6kNfMVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NIcD8b9uXX3kw0W6kNfMVw,5,4.5,,16045582285.0,+1 604-558-2285
11073,Restaurant,13065,iPlWTqPac_B9qpS0Y_AhcQ,tandoori-palace-vancouver,Tandoori Palace,https://s3-media2.fl.yelpcdn.com/bphoto/IsNdo2rTMvFN6rt7ZfQ4oQ/o.jpg,False,https://www.yelp.com/biz/tandoori-palace-vancouver?adjust_creative=NIcD8b9uXX3kw0W6kNfMVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NIcD8b9uXX3kw0W6kNfMVw,126,3.5,$$,16042548452.0,+1 604-254-8452
11075,Restaurant,13065,9k97YeY5BAr76bI5N1HKJA,merci-beaucoup-cafe-vancouver,Merci Beaucoup Cafe,https://s3-media3.fl.yelpcdn.com/bphoto/ie8nNjuJnzgvcOUrDBY6hw/o.jpg,False,https://www.yelp.com/biz/merci-beaucoup-cafe-vancouver?adjust_creative=NIcD8b9uXX3kw0W6kNfMVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NIcD8b9uXX3kw0W6kNfMVw,24,4.0,,16042553220.0,+1 604-255-3220
11076,Restaurant,13065,jKpHTUzCoXBFjdg8PMCsVA,the-charlatan-vancouver,The Charlatan,https://s3-media2.fl.yelpcdn.com/bphoto/6yYygZV4peCstlEUWaPzrA/o.jpg,False,https://www.yelp.com/biz/the-charlatan-vancouver?adjust_creative=NIcD8b9uXX3kw0W6kNfMVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NIcD8b9uXX3kw0W6kNfMVw,155,3.5,$$,16042532777.0,+1 604-253-2777
11078,Restaurant,13065,cA_W0XQcTsYZUwOXlGj48A,sopra-sotto-vancouver-3,Sopra Sotto,https://s3-media3.fl.yelpcdn.com/bphoto/3RqIgK5_9JcvRz1xYeqBdg/o.jpg,False,https://www.yelp.com/biz/sopra-sotto-vancouver-3?adjust_creative=NIcD8b9uXX3kw0W6kNfMVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NIcD8b9uXX3kw0W6kNfMVw,128,4.0,$$,16042517586.0,+1 604-251-7586
11080,Restaurant,13065,5lAYuU0vMEkYXMgSBUnDcw,arriva-ristorante-vancouver,Arriva Ristorante,https://s3-media2.fl.yelpcdn.com/bphoto/5YYPzxRsRWihOhME-MTWZQ/o.jpg,False,https://www.yelp.com/biz/arriva-ristorante-vancouver?adjust_creative=NIcD8b9uXX3kw0W6kNfMVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NIcD8b9uXX3kw0W6kNfMVw,70,3.0,$$,16042511177.0,+1 604-251-1177
11275,Restaurant,13065,s2SbCuEKb85ETbzCOwj7TA,quizine-kitchen-vancouver,Quizine Kitchen,https://s3-media2.fl.yelpcdn.com/bphoto/m-C6rVRETZ5AZZ-OYC6lUw/o.jpg,False,https://www.yelp.com/biz/quizine-kitchen-vancouver?adjust_creative=NIcD8b9uXX3kw0W6kNfMVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NIcD8b9uXX3kw0W6kNfMVw,6,5.0,,16048717000.0,+1 604-871-7000
11276,Restaurant,13065,AMe-7_tLQhG_wiBnEqpZ8Q,rosemary-rocksalt-vancouver-3,Rosemary Rocksalt,https://s3-media2.fl.yelpcdn.com/bphoto/G4kIBFquzKHrPbeSCGHbiQ/o.jpg,False,https://www.yelp.com/biz/rosemary-rocksalt-vancouver-3?adjust_creative=NIcD8b9uXX3kw0W6kNfMVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NIcD8b9uXX3kw0W6kNfMVw,39,3.5,,16042547202.0,+1 604-254-7202
11278,Restaurant,13065,C1eAk88FmfZDxJBoVKzIbg,the-box-bakery-and-kitchen-pearland,The Box Bakery and Kitchen,https://s3-media3.fl.yelpcdn.com/bphoto/bxW3gliNrD4XPPvQtA4rlg/o.jpg,False,https://www.yelp.com/biz/the-box-bakery-and-kitchen-pearland?adjust_creative=NIcD8b9uXX3kw0W6kNfMVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NIcD8b9uXX3kw0W6kNfMVw,45,4.5,,12819478137.0,(281) 947-8137
11281,Restaurant,13065,ZL7QWR3a44wAIiUcCABlwg,the-hide-out-diner-vancouver,The Hide Out Diner,https://s3-media1.fl.yelpcdn.com/bphoto/-oGLGgF7prxOWdXtKJgNPA/o.jpg,False,https://www.yelp.com/biz/the-hide-out-diner-vancouver?adjust_creative=NIcD8b9uXX3kw0W6kNfMVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NIcD8b9uXX3kw0W6kNfMVw,13,4.5,,16042555445.0,+1 604-255-5445
11284,Restaurant,13065,0wuDUKbssf_OBhX2YsVRhA,steves-poké-bar-vancouver,Steve's Poké Bar,https://s3-media1.fl.yelpcdn.com/bphoto/3Gsc6Nf9BYpaE2T1wlacnw/o.jpg,False,https://www.yelp.com/biz/steves-pok%C3%A9-bar-vancouver?adjust_creative=NIcD8b9uXX3kw0W6kNfMVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NIcD8b9uXX3kw0W6kNfMVw,6,4.0,,16042258787.0,+1 604-225-8787
11286,Restaurant,13065,o96qq6VxlONmsPt0JxS90w,the-pizza-king-vancouver,The Pizza King,https://s3-media3.fl.yelpcdn.com/bphoto/nvmhfzIjh6nzh1nBBp25WA/o.jpg,False,https://www.yelp.com/biz/the-pizza-king-vancouver?adjust_creative=NIcD8b9uXX3kw0W6kNfMVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NIcD8b9uXX3kw0W6kNfMVw,32,4.0,$$,16048751254.0,+1 604-875-1254
11288,Restaurant,13065,Qo8eugZUm4_eloqyiaKy3Q,la-fourchette-vancouver,La Fourchette,https://s3-media1.fl.yelpcdn.com/bphoto/QQKiJ2bIa6_kGtC8nd2SAA/o.jpg,False,https://www.yelp.com/biz/la-fourchette-vancouver?adjust_creative=NIcD8b9uXX3kw0W6kNfMVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NIcD8b9uXX3kw0W6kNfMVw,6,4.0,$,16042555445.0,+1 604-255-5445
11289,Restaurant,13065,VqXZmdpZepL-kM6aD2XDag,la-bohème-vancouver-4,La Bohème,https://s3-media4.fl.yelpcdn.com/bphoto/LzPMkGzZthoNCvnt3hkSRw/o.jpg,False,https://www.yelp.com/biz/la-boh%C3%A8me-vancouver-4?adjust_creative=NIcD8b9uXX3kw0W6kNfMVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NIcD8b9uXX3kw0W6kNfMVw,19,4.0,$,,
11291,Restaurant,13065,8HRKVSGAHBazLZFeeVJBsQ,kfc-vancouver-3,KFC,https://s3-media2.fl.yelpcdn.com/bphoto/YE44COXPSnQq4RJN1wijtQ/o.jpg,False,https://www.yelp.com/biz/kfc-vancouver-3?adjust_creative=NIcD8b9uXX3kw0W6kNfMVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NIcD8b9uXX3kw0W6kNfMVw,26,2.0,$,16048748332.0,+1 604-874-8332
11294,Restaurant,13065,9ltXAbwXKZa7FECq9tdGgg,juno-provisions-vancouver,Juno Provisions,https://s3-media2.fl.yelpcdn.com/bphoto/Eq2hmTiP0tFU1dErP0FOPg/o.jpg,False,https://www.yelp.com/biz/juno-provisions-vancouver?adjust_creative=NIcD8b9uXX3kw0W6kNfMVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NIcD8b9uXX3kw0W6kNfMVw,10,4.0,,16042516025.0,+1 604-251-6025
11295,Restaurant,13065,n756OL-fbe0sOKAMEfsphg,hon-s-wonton-house-vancouver,Hon’s Wonton House,https://s3-media3.fl.yelpcdn.com/bphoto/aaqKd6QWvw2pzOXQTzBjtQ/o.jpg,False,https://www.yelp.com/biz/hon-s-wonton-house-vancouver?adjust_creative=NIcD8b9uXX3kw0W6kNfMVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NIcD8b9uXX3kw0W6kNfMVw,5,2.5,,,
11296,Restaurant,13065,kiNams-1PqBfHMEu4jJKrA,harambe-restaurant-vancouver,Harambe Restaurant,https://s3-media2.fl.yelpcdn.com/bphoto/PmvJabaqZn9QqXivexAdQA/o.jpg,False,https://www.yelp.com/biz/harambe-restaurant-vancouver?adjust_creative=NIcD8b9uXX3kw0W6kNfMVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NIcD8b9uXX3kw0W6kNfMVw,133,4.0,$$,16042161060.0,+1 604-216-1060
11298,Restaurant,13065,qojkMf7X9QjjTBMpsFIkiw,broadway-station-sushi-vancouver,Broadway Station Sushi,https://s3-media1.fl.yelpcdn.com/bphoto/LaxkeLauBip5250Xj96NnQ/o.jpg,False,https://www.yelp.com/biz/broadway-station-sushi-vancouver?adjust_creative=NIcD8b9uXX3kw0W6kNfMVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NIcD8b9uXX3kw0W6kNfMVw,92,3.5,$$,16046764300.0,+1 604-676-4300
11300,Restaurant,13065,9KgB4mKZnW7GRU3zjPcxvw,fassil-ethiopian-restaurant-vancouver,Fassil Ethiopian Restaurant,https://s3-media4.fl.yelpcdn.com/bphoto/6hVD2D6Tb3o02mcs1Cgeow/o.jpg,False,https://www.yelp.com/biz/fassil-ethiopian-restaurant-vancouver?adjust_creative=NIcD8b9uXX3kw0W6kNfMVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NIcD8b9uXX3kw0W6kNfMVw,145,4.5,$$,16048792001.0,+1 604-879-2001
11301,Restaurant,13065,4dx9reXFn8EINhbHrBiYgw,dk-chicken-vancouver,DK Chicken,https://s3-media4.fl.yelpcdn.com/bphoto/FlCJwaFqfad9TZ5LQ1mDSg/o.jpg,False,https://www.yelp.com/biz/dk-chicken-vancouver?adjust_creative=NIcD8b9uXX3kw0W6kNfMVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NIcD8b9uXX3kw0W6kNfMVw,8,4.0,,16046764300.0,+1 604-676-4300
11304,Restaurant,13065,qeFnyrrsUwW8Ww_ojxcssQ,best-falafel-vancouver,Best Falafel,https://s3-media4.fl.yelpcdn.com/bphoto/d5rFb2KhNRhHrvPZG4hdMA/o.jpg,False,https://www.yelp.com/biz/best-falafel-vancouver?adjust_creative=NIcD8b9uXX3kw0W6kNfMVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NIcD8b9uXX3kw0W6kNfMVw,76,3.5,$,16042519444.0,+1 604-251-9444
11306,Restaurant,13065,ip5hyNODb1XTq1-3rDKs6g,addis-cafe-ethiopian-restaurant-vancouver-3,Addis Cafe Ethiopian Restaurant,https://s3-media2.fl.yelpcdn.com/bphoto/vTeVW7ki0CTx23Q_2T037Q/o.jpg,False,https://www.yelp.com/biz/addis-cafe-ethiopian-restaurant-vancouver-3?adjust_creative=NIcD8b9uXX3kw0W6kNfMVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NIcD8b9uXX3kw0W6kNfMVw,30,4.5,$$,16042541929.0,+1 604-254-1929
11309,Restaurant,13065,3zaU9jNhg_plHlTJGJbENg,holy-smoke-vancouver,Holy Smoke,https://s3-media2.fl.yelpcdn.com/bphoto/HvlZPTO8_FG3dT7wgpV0tQ/o.jpg,False,https://www.yelp.com/biz/holy-smoke-vancouver?adjust_creative=NIcD8b9uXX3kw0W6kNfMVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NIcD8b9uXX3kw0W6kNfMVw,2,4.5,,16042550020.0,+1 604-255-0020
11311,Restaurant,13065,LklghlHetMds8vGlEshMjg,tangent-cafe-vancouver,Tangent Cafe,https://s3-media3.fl.yelpcdn.com/bphoto/m6LSnpcnnQKpdBBZ1wDexQ/o.jpg,False,https://www.yelp.com/biz/tangent-cafe-vancouver?adjust_creative=NIcD8b9uXX3kw0W6kNfMVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NIcD8b9uXX3kw0W6kNfMVw,138,3.0,$$,16045584641.0,+1 604-558-4641
11314,Restaurant,13065,t9g6KKmAl0dgsftMxGpXPA,b-house-vancouver-2,B House,https://s3-media3.fl.yelpcdn.com/bphoto/uAAvafK2-1o2CxeqhW45jg/o.jpg,False,https://www.yelp.com/biz/b-house-vancouver-2?adjust_creative=NIcD8b9uXX3kw0W6kNfMVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NIcD8b9uXX3kw0W6kNfMVw,20,4.5,,16045642468.0,+1 604-564-2468
11315,Restaurant,13065,HF7NNHZXHyTVyOON26mBHg,sushi-ville-vancouver-3,Sushi Ville,https://s3-media4.fl.yelpcdn.com/bphoto/7OWVWbhKyQS76LX17g03tw/o.jpg,False,https://www.yelp.com/biz/sushi-ville-vancouver-3?adjust_creative=NIcD8b9uXX3kw0W6kNfMVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NIcD8b9uXX3kw0W6kNfMVw,147,3.0,$$,16045594611.0,+1 604-559-4611
11317,Restaurant,13065,xieW0hEoCWIFzavfJbWK4w,nha-trang-restaurant-vancouver,Nha Trang Restaurant,https://s3-media2.fl.yelpcdn.com/bphoto/6qJT5z-Lr63xlJac2qhjWA/o.jpg,False,https://www.yelp.com/biz/nha-trang-restaurant-vancouver?adjust_creative=NIcD8b9uXX3kw0W6kNfMVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NIcD8b9uXX3kw0W6kNfMVw,21,3.5,$,16048750999.0,+1 604-875-0999
11318,Restaurant,13065,H4eGH9OVRjAeIPFyizqHVw,café-deux-soleils-vancouver-2,Café Deux Soleils,https://s3-media3.fl.yelpcdn.com/bphoto/CIixegKHANwtp6c2FsZohg/o.jpg,False,https://www.yelp.com/biz/caf%C3%A9-deux-soleils-vancouver-2?adjust_creative=NIcD8b9uXX3kw0W6kNfMVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NIcD8b9uXX3kw0W6kNfMVw,147,3.5,$$,16042541195.0,+1 604-254-1195
11321,Restaurant,13065,I_htQGvBNVkH2j1zaEfANQ,uncle-fatihs-pizza-vancouver-9,Uncle Fatih's Pizza,https://s3-media2.fl.yelpcdn.com/bphoto/5fc0LmmrcxaTwI3-ma0CYA/o.jpg,False,https://www.yelp.com/biz/uncle-fatihs-pizza-vancouver-9?adjust_creative=NIcD8b9uXX3kw0W6kNfMVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NIcD8b9uXX3kw0W6kNfMVw,171,3.5,$,16047070744.0,+1 604-707-0744
11322,Restaurant,13065,vLnt37_PWcAiTvw-SJIJMQ,loku-japanese-cuisine-vancouver-2,Loku Japanese Cuisine,https://s3-media3.fl.yelpcdn.com/bphoto/uqrShD4-nGla3utUf9Gfxw/o.jpg,False,https://www.yelp.com/biz/loku-japanese-cuisine-vancouver-2?adjust_creative=NIcD8b9uXX3kw0W6kNfMVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NIcD8b9uXX3kw0W6kNfMVw,25,3.5,,16042984403.0,+1 604-298-4403
11323,Restaurant,13065,OHdcby7tM50qyOOcV9nrvA,jamjar-folk-lebanese-food-vancouver,Jamjar - Folk Lebanese Food,https://s3-media2.fl.yelpcdn.com/bphoto/3wJGN-tCxZKIwPGtI6KAmg/o.jpg,False,https://www.yelp.com/biz/jamjar-folk-lebanese-food-vancouver?adjust_creative=NIcD8b9uXX3kw0W6kNfMVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NIcD8b9uXX3kw0W6kNfMVw,254,4.0,$$,16042523957.0,+1 604-252-3957
11325,Restaurant,13065,v7910-DAd5gQuRcJTi953A,riddim-and-spice-vancouver,Riddim & Spice,https://s3-media4.fl.yelpcdn.com/bphoto/OOD4P4RRzsl1FI5szdoNRg/o.jpg,False,https://www.yelp.com/biz/riddim-and-spice-vancouver?adjust_creative=NIcD8b9uXX3kw0W6kNfMVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NIcD8b9uXX3kw0W6kNfMVw,37,3.0,$$,16042159252.0,+1 604-215-9252
11326,Restaurant,13065,JoaCHPW7XMzZJDAjFKl3jg,elephant-garden-creamery-vancouver,Elephant Garden Creamery,https://s3-media2.fl.yelpcdn.com/bphoto/sgzUqRzunML8rBRgu5jeYA/o.jpg,False,https://www.yelp.com/biz/elephant-garden-creamery-vancouver?adjust_creative=NIcD8b9uXX3kw0W6kNfMVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NIcD8b9uXX3kw0W6kNfMVw,124,4.5,$,16042516832.0,+1 604-251-6832
11329,Restaurant,13065,T7KT5Ag16ySOq4LDwbkUoQ,la-pache-pizza-vancouver-3,La Pache Pizza,https://s3-media4.fl.yelpcdn.com/bphoto/-juWz9hS6RDUXgwI98halQ/o.jpg,False,https://www.yelp.com/biz/la-pache-pizza-vancouver-3?adjust_creative=NIcD8b9uXX3kw0W6kNfMVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NIcD8b9uXX3kw0W6kNfMVw,24,4.0,,16042519960.0,+1 604-251-9960
11330,Restaurant,13065,_e56IaLWRU9RTdRDbqtLEg,rinconcito-salvadoreno-restaurant-vancouver,Rinconcito Salvadoreno Restaurant,https://s3-media4.fl.yelpcdn.com/bphoto/pMWHkezer67f9E1IvFVM2w/o.jpg,False,https://www.yelp.com/biz/rinconcito-salvadoreno-restaurant-vancouver?adjust_creative=NIcD8b9uXX3kw0W6kNfMVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NIcD8b9uXX3kw0W6kNfMVw,87,3.5,$$,16048792600.0,+1 604-879-2600
11332,Restaurant,13065,1kIQ8te28ErAK-dFyLHcaA,hariyali-express-indian-cuisine-and-bar-vancouver,Hariyali Express Indian Cuisine & Bar,https://s3-media3.fl.yelpcdn.com/bphoto/eJ7XtKojmbxxtxKIbT4FMA/o.jpg,False,https://www.yelp.com/biz/hariyali-express-indian-cuisine-and-bar-vancouver?adjust_creative=NIcD8b9uXX3kw0W6kNfMVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NIcD8b9uXX3kw0W6kNfMVw,2,4.5,,16042157556.0,+1 604-215-7556
11334,Restaurant,13065,s7RG7BBV4Yp0r6OaJ6wPwQ,blenz-coffee-vancouver-18,Blenz Coffee,https://s3-media1.fl.yelpcdn.com/bphoto/EX2YYtw0AerHk8CrOpm_og/o.jpg,False,https://www.yelp.com/biz/blenz-coffee-vancouver-18?adjust_creative=NIcD8b9uXX3kw0W6kNfMVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NIcD8b9uXX3kw0W6kNfMVw,28,2.5,$,16048766616.0,+1 604-876-6616
11336,Restaurant,13065,I0r8kMimYW2BY6lINcZRFA,kishimoto-japanese-kitchen-vancouver,Kishimoto Japanese Kitchen,https://s3-media1.fl.yelpcdn.com/bphoto/IdqxNBNpSxwTjk4K7gcCqg/o.jpg,False,https://www.yelp.com/biz/kishimoto-japanese-kitchen-vancouver?adjust_creative=NIcD8b9uXX3kw0W6kNfMVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NIcD8b9uXX3kw0W6kNfMVw,506,4.5,$$,16042555550.0,+1 604-255-5550
11338,Restaurant,13065,JIlC64DUU57S5PDmtPb9yA,megabite-pizza-vancouver-14,Megabite Pizza,https://s3-media3.fl.yelpcdn.com/bphoto/uHaDGdc6K4yqZqbLjOrGzw/o.jpg,False,https://www.yelp.com/biz/megabite-pizza-vancouver-14?adjust_creative=NIcD8b9uXX3kw0W6kNfMVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NIcD8b9uXX3kw0W6kNfMVw,51,2.5,$,16048748758.0,+1 604-874-8758
11339,Restaurant,13065,o-AGcEVVbNDk3_SCEhNERg,donair-dude-vancouver-5,Donair Dude,https://s3-media3.fl.yelpcdn.com/bphoto/xRq9f3hnxe9kzJj53iRMkA/o.jpg,False,https://www.yelp.com/biz/donair-dude-vancouver-5?adjust_creative=NIcD8b9uXX3kw0W6kNfMVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NIcD8b9uXX3kw0W6kNfMVw,3,3.5,,16044235660.0,+1 604-423-5660
11342,Restaurant,13065,KAkycZxNCavRvN5_XKAHNw,ba-le-banh-mi-vancouver-2,Ba Le Banh Mi,https://s3-media4.fl.yelpcdn.com/bphoto/Ni-xEzor-Fkhra1ff2H1HQ/o.jpg,False,https://www.yelp.com/biz/ba-le-banh-mi-vancouver-2?adjust_creative=NIcD8b9uXX3kw0W6kNfMVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NIcD8b9uXX3kw0W6kNfMVw,29,3.5,,16045599566.0,+1 604-559-9566
11344,Restaurant,13065,lCp-kUjIyexSjTph6P2L2Q,belgian-fries-vancouver,Belgian Fries,https://s3-media2.fl.yelpcdn.com/bphoto/KbWqpRgdNrSyp_bB0Reuiw/o.jpg,False,https://www.yelp.com/biz/belgian-fries-vancouver?adjust_creative=NIcD8b9uXX3kw0W6kNfMVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NIcD8b9uXX3kw0W6kNfMVw,210,3.5,$,16042534220.0,+1 604-253-4220
11347,Restaurant,13065,WsBJnjMAy2KOIE9InQupug,4-brothers-pizza-vancouver-2,4 Brothers' Pizza,https://s3-media2.fl.yelpcdn.com/bphoto/h_5zWsSHEWwLMWm6NDjRnQ/o.jpg,False,https://www.yelp.com/biz/4-brothers-pizza-vancouver-2?adjust_creative=NIcD8b9uXX3kw0W6kNfMVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NIcD8b9uXX3kw0W6kNfMVw,32,3.5,$,16042150111.0,+1 604-215-0111
11348,Restaurant,13065,hIPlc-k-0-g6oTcH1C5BZQ,a-and-w-vancouver-15,A&W,https://s3-media1.fl.yelpcdn.com/bphoto/-L7CTzM0Ao64wAOOfyK6Eg/o.jpg,False,https://www.yelp.com/biz/a-and-w-vancouver-15?adjust_creative=NIcD8b9uXX3kw0W6kNfMVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NIcD8b9uXX3kw0W6kNfMVw,30,2.5,$,16048721532.0,+1 604-872-1532
11350,Restaurant,13065,jrW5mnMLDp2BeGZh8A6VFg,sushi-ninja-vancouver-2,Sushi Ninja,https://s3-media1.fl.yelpcdn.com/bphoto/50LrpLAqhrUfm0s7sTdbNw/o.jpg,False,https://www.yelp.com/biz/sushi-ninja-vancouver-2?adjust_creative=NIcD8b9uXX3kw0W6kNfMVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NIcD8b9uXX3kw0W6kNfMVw,10,4.0,,16046768809.0,+1 604-676-8809
11351,Restaurant,13065,ElU6zr1-L9XuErmdDy5ViA,delhi-fusion-indian-cuisine-vancouver,Delhi Fusion Indian Cuisine,https://s3-media2.fl.yelpcdn.com/bphoto/qmx4iL_FF71ZOyYuGWEvkw/o.jpg,False,https://www.yelp.com/biz/delhi-fusion-indian-cuisine-vancouver?adjust_creative=NIcD8b9uXX3kw0W6kNfMVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NIcD8b9uXX3kw0W6kNfMVw,6,3.5,,16042554148.0,+1 604-255-4148
11352,Restaurant,13065,pI9ZtT7OHt5sMJC7MxutFQ,fire-pizza-vancouver,Fire Pizza,https://s3-media1.fl.yelpcdn.com/bphoto/17pnjcIY1wWrsaCQNB6KSA/o.jpg,False,https://www.yelp.com/biz/fire-pizza-vancouver?adjust_creative=NIcD8b9uXX3kw0W6kNfMVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NIcD8b9uXX3kw0W6kNfMVw,185,3.5,$,16042535607.0,+1 604-253-5607
11353,Restaurant,13065,fExtjpt8trKzZC-_tFDH-w,subway-vancouver-91,Subway,https://s3-media2.fl.yelpcdn.com/bphoto/5fqJoZMAn2IqME9I1RxAHQ/o.jpg,False,https://www.yelp.com/biz/subway-vancouver-91?adjust_creative=NIcD8b9uXX3kw0W6kNfMVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NIcD8b9uXX3kw0W6kNfMVw,12,1.5,$,16048759970.0,+1 604-875-9970
11355,Restaurant,13065,viIkP8GvprnuDSMWVc-8fw,commercial-sushi-vancouver,Commercial Sushi,https://s3-media4.fl.yelpcdn.com/bphoto/zbzD9qvaofRlgVmzFIJ2zA/o.jpg,False,https://www.yelp.com/biz/commercial-sushi-vancouver?adjust_creative=NIcD8b9uXX3kw0W6kNfMVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NIcD8b9uXX3kw0W6kNfMVw,63,3.0,$$,16045598866.0,+1 604-559-8866
11357,Restaurant,13065,Mu1pinKAlmaf25P2i8QQxA,carthage-café-vancouver-3,Carthage Café,https://s3-media3.fl.yelpcdn.com/bphoto/eRfjNrr4Ru1Mw0Ha1OWcXg/o.jpg,False,https://www.yelp.com/biz/carthage-caf%C3%A9-vancouver-3?adjust_creative=NIcD8b9uXX3kw0W6kNfMVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NIcD8b9uXX3kw0W6kNfMVw,93,4.0,$$,16042150661.0,+1 604-215-0661
11360,Restaurant,13065,I5dIeOqjOL-AnoH9OLNh_Q,hail-marys-vancouver-2,Hail Mary's,https://s3-media1.fl.yelpcdn.com/bphoto/d0Ad7s4kvenh45EQRMJZEQ/o.jpg,False,https://www.yelp.com/biz/hail-marys-vancouver-2?adjust_creative=NIcD8b9uXX3kw0W6kNfMVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NIcD8b9uXX3kw0W6kNfMVw,16,4.5,,16048297032.0,+1 604-829-7032
